"pli0089","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","1996","Brandenburg","Staedtischer Raum","","","",""
"Seltener","1996","Brandenburg","Laendlicher Raum","","","",""
"Seltener","1996","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","1996","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","1996","Sachsen","Staedtischer Raum","","","",""
"Seltener","1996","Sachsen","Laendlicher Raum","","","",""
"Seltener","1996","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","1996","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","1996","Thueringen","Staedtischer Raum","","","",""
"Seltener","1996","Thueringen","Laendlicher Raum","","","",""
"Nie","1996","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","1996","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","1996","Hamburg","Staedtischer Raum","","","",""
"Nie","1996","Hamburg","Laendlicher Raum","","","",""
"Nie","1996","Niedersachsen","Staedtischer Raum","","","",""
"Nie","1996","Niedersachsen","Laendlicher Raum","","","",""
"Nie","1996","Bremen","Staedtischer Raum","","","",""
"Nie","1996","Bremen","Laendlicher Raum","","","",""
"Nie","1996","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","1996","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","1996","Hessen","Staedtischer Raum","","","",""
"Nie","1996","Hessen","Laendlicher Raum","","","",""
"Nie","1996","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","1996","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","1996","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","1996","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","1996","Bayern","Staedtischer Raum","","","",""
"Nie","1996","Bayern","Laendlicher Raum","","","",""
"Nie","1996","Saarland","Staedtischer Raum","","","",""
"Nie","1996","Saarland","Laendlicher Raum","","","",""
"Nie","1996","Berlin","Staedtischer Raum","","","",""
"Nie","1996","Berlin","Laendlicher Raum","","","",""
"Nie","1996","Brandenburg","Staedtischer Raum","","","",""
"Nie","1996","Brandenburg","Laendlicher Raum","","","",""
"Nie","1996","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","1996","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","1996","Sachsen","Staedtischer Raum","","","",""
"Nie","1996","Sachsen","Laendlicher Raum","","","",""
"Nie","1996","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","1996","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","1996","Thueringen","Staedtischer Raum","","","",""
"Nie","1996","Thueringen","Laendlicher Raum","","","",""
"Taeglich","1997","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","1997","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","1997","Hamburg","Staedtischer Raum","","","",""
"Taeglich","1997","Hamburg","Laendlicher Raum","","","",""
"Taeglich","1997","Niedersachsen","Staedtischer Raum","","","",""
"Taeglich","1997","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","1997","Bremen","Staedtischer Raum","","","",""
"Taeglich","1997","Bremen","Laendlicher Raum","","","",""
"Taeglich","1997","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Taeglich","1997","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","1997","Hessen","Staedtischer Raum","","","",""
"Taeglich","1997","Hessen","Laendlicher Raum","","","",""
"Taeglich","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Taeglich","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Taeglich","1997","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Taeglich","1997","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Taeglich","1997","Bayern","Staedtischer Raum","","","",""
"Taeglich","1997","Bayern","Laendlicher Raum","","","",""
"Taeglich","1997","Saarland","Staedtischer Raum","","","",""
"Taeglich","1997","Saarland","Laendlicher Raum","","","",""
"Taeglich","1997","Berlin","Staedtischer Raum","","","",""
"Taeglich","1997","Berlin","Laendlicher Raum","","","",""
"Taeglich","1997","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","1997","Brandenburg","Laendlicher Raum","","","",""
"Taeglich","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","1997","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Taeglich","1997","Sachsen","Staedtischer Raum","","","",""
"Taeglich","1997","Sachsen","Laendlicher Raum","","","",""
"Taeglich","1997","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","1997","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Taeglich","1997","Thueringen","Staedtischer Raum","","","",""
"Taeglich","1997","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Woche","1997","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Woche","1997","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Schleswig-Holstein","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Schleswig-Holstein","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Hamburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Niedersachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Niedersachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Bremen","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Hessen","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Hessen","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Bayern","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Bayern","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Berlin","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Brandenburg","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Sachsen","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Sachsen","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Min 1x pro Monat","1997","Thueringen","Staedtischer Raum","","","",""
"Min 1x pro Monat","1997","Thueringen","Laendlicher Raum","","","",""
"Seltener","1997","Schleswig-Holstein","Staedtischer Raum","","","",""
"Seltener","1997","Schleswig-Holstein","Laendlicher Raum","","","",""
"Seltener","1997","Hamburg","Staedtischer Raum","","","",""
"Seltener","1997","Hamburg","Laendlicher Raum","","","",""
"Seltener","1997","Niedersachsen","Staedtischer Raum","","","",""
"Seltener","1997","Niedersachsen","Laendlicher Raum","","","",""
"Seltener","1997","Bremen","Staedtischer Raum","","","",""
"Seltener","1997","Bremen","Laendlicher Raum","","","",""
"Seltener","1997","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Seltener","1997","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Seltener","1997","Hessen","Staedtischer Raum","","","",""
"Seltener","1997","Hessen","Laendlicher Raum","","","",""
"Seltener","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Seltener","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Seltener","1997","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Seltener","1997","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Seltener","1997","Bayern","Staedtischer Raum","","","",""
"Seltener","1997","Bayern","Laendlicher Raum","","","",""
"Seltener","1997","Saarland","Staedtischer Raum","","","",""
"Seltener","1997","Saarland","Laendlicher Raum","","","",""
"Seltener","1997","Berlin","Staedtischer Raum","","","",""
"Seltener","1997","Berlin","Laendlicher Raum","","","",""
"Seltener","1997","Brandenburg","Staedtischer Raum","","","",""
"Seltener","1997","Brandenburg","Laendlicher Raum","","","",""
"Seltener","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Seltener","1997","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Seltener","1997","Sachsen","Staedtischer Raum","","","",""
"Seltener","1997","Sachsen","Laendlicher Raum","","","",""
"Seltener","1997","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Seltener","1997","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Seltener","1997","Thueringen","Staedtischer Raum","","","",""
"Seltener","1997","Thueringen","Laendlicher Raum","","","",""
"Nie","1997","Schleswig-Holstein","Staedtischer Raum","","","",""
"Nie","1997","Schleswig-Holstein","Laendlicher Raum","","","",""
"Nie","1997","Hamburg","Staedtischer Raum","","","",""
"Nie","1997","Hamburg","Laendlicher Raum","","","",""
"Nie","1997","Niedersachsen","Staedtischer Raum","","","",""
"Nie","1997","Niedersachsen","Laendlicher Raum","","","",""
"Nie","1997","Bremen","Staedtischer Raum","","","",""
"Nie","1997","Bremen","Laendlicher Raum","","","",""
"Nie","1997","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"Nie","1997","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Nie","1997","Hessen","Staedtischer Raum","","","",""
"Nie","1997","Hessen","Laendlicher Raum","","","",""
"Nie","1997","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"Nie","1997","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"Nie","1997","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"Nie","1997","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"Nie","1997","Bayern","Staedtischer Raum","","","",""
"Nie","1997","Bayern","Laendlicher Raum","","","",""
"Nie","1997","Saarland","Staedtischer Raum","","","",""
"Nie","1997","Saarland","Laendlicher Raum","","","",""
"Nie","1997","Berlin","Staedtischer Raum","","","",""
"Nie","1997","Berlin","Laendlicher Raum","","","",""
"Nie","1997","Brandenburg","Staedtischer Raum","","","",""
"Nie","1997","Brandenburg","Laendlicher Raum","","","",""
"Nie","1997","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Nie","1997","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Nie","1997","Sachsen","Staedtischer Raum","","","",""
"Nie","1997","Sachsen","Laendlicher Raum","","","",""
"Nie","1997","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Nie","1997","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Nie","1997","Thueringen","Staedtischer Raum","","","",""
"Nie","1997","Thueringen","Laendlicher Raum","","","",""
"Taeglich","1998","Schleswig-Holstein","Staedtischer Raum","","","",""
"Taeglich","1998","Schleswig-Holstein","Laendlicher Raum","","","",""
"Taeglich","1998","Hamburg","Staedtischer Raum","","","",""
"Taeglich","1998","Hamburg","Laendlicher Raum","","","",""
"Taeglich","1998","Niedersachsen","Staedtischer Raum","2","","",""
"Taeglich","1998","Niedersachsen","Laendlicher Raum","","","",""
"Taeglich","1998","Bremen","Staedtischer Raum","1","","",""
"Taeglich","1998","Bremen","Laendlicher Raum","","","",""
"Taeglich","1998","Nordrhein-Westfalen","Staedtischer Raum","4","0.00155511404463704","8.26457032652565e-05","0.00302758238600882"
"Taeglich","1998","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"Taeglich","1998","Hessen","Staedtischer Raum","1","","",""
"Taeglich","1998","Hessen","Laendlicher Raum","","","",""
"Taeglich","1998","Rheinland-Pfalz,Saarland","Staedtischer Raum","1","","",""
"Taeglich","1998","Rheinland-Pfalz,Saarland","Laendlicher Raum","1","","",""
"Taeglich","1998","Baden-Wuerttemberg","Staedtischer Raum","1","","",""
"Taeglich","1998","Baden-Wuerttemberg","Laendlicher Raum","1","","",""
"Taeglich","1998","Bayern","Staedtischer Raum","","","",""
"Taeglich","1998","Bayern","Laendlicher Raum","","","",""
"Taeglich","1998","Saarland","Staedtischer Raum","","","",""
"Taeglich","1998","Saarland","Laendlicher Raum","","","",""
"Taeglich","1998","Berlin","Staedtischer Raum","","","",""
"Taeglich","1998","Berlin","Laendlicher Raum","","","",""
"Taeglich","1998","Brandenburg","Staedtischer Raum","","","",""
"Taeglich","1998","Brandenburg","Laendlicher Raum","1","","",""
"Taeglich","1998","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Taeglich","1998","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"Taeglich","1998","Sachsen","Staedtischer Raum","1","","",""
"Taeglich","1998","Sachsen","Laendlicher Raum","2","","",""
"Taeglich","1998","Sachsen-Anhalt","Staedtischer Raum","","","",""
"Taeglich","1998","Sachsen-Anhalt","Laendlicher Raum","","","",""
"Taeglich","1998","Thueringen","Staedtischer Raum","","","",""
"Taeglich","1998","Thueringen","Laendlicher Raum","","","",""
"Min 1x pro Woche","1998","Schleswig-Holstein","Staedtischer Raum","11","","",""
"Min 1x pro Woche","1998","Schleswig-Holstein","Laendlicher Raum","14","","",""
"Min 1x pro Woche","1998","Hamburg","Staedtischer Raum","7","0.0427307986807724","0.0107878297597522","0.0746737676017926"
"Min 1x pro Woche","1998","Hamburg","Laendlicher Raum","","","",""
"Min 1x pro Woche","1998","Niedersachsen","Staedtischer Raum","27","","",""
"Min 1x pro Woche","1998","Niedersachsen","Laendlicher Raum","36","0.053568737069419","0.0357587276937344","0.0713787464451036"
"Min 1x pro Woche","1998","Bremen","Staedtischer Raum","8","0.0496590152462684","0.00686635606114364","0.0924516744313932"
"Min 1x pro Woche","1998","Bremen","Laendlicher Raum","","","",""
"Min 1x pro Woche","1998","Nordrhein-Westfalen","Staedtischer Raum","144","","",""
"Min 1x pro Woche","1998","Nordrhein-Westfalen","Laendlicher Raum","2","","",""
"Min 1x pro Woche","1998","Hessen","Staedtischer Raum","46","0.0500509962841628","0.0348458341816278","0.0652561583866979"
"Min 1x pro Woche","1998","Hessen","Laendlicher Raum","14","","",""
"Min 1x pro Woche","1998","Rheinland-Pfalz,Saarland","Staedtischer Raum","39","0.0583221707521286","0.0398455788602628","0.0767987626439945"
"Min 1x pro Woche","1998","Rheinland-Pfalz,Saarland","Laendlicher Raum","7","0.0497566758150298","0.0183384054891189","0.0811749461409407"
"Min 1x pro Woche","1998","Baden-Wuerttemberg","Staedtischer Raum","86","0.058785140700394","0.0472087102217225","0.0703615711790655"
"Min 1x pro Woche","1998","Baden-Wuerttemberg","Laendlicher Raum","12","","",""
"Min 1x pro Woche","1998","Bayern","Staedtischer Raum","26","","",""
"Min 1x pro Woche","1998","Bayern","Laendlicher Raum","82","0.0798383457398203","0.0628426620580418","0.0968340294215989"
"Min 1x pro Woche","1998","Saarland","Staedtischer Raum","","","",""
"Min 1x pro Woche","1998","Saarland","Laendlicher Raum","","","",""
"Min 1x pro Woche","1998","Berlin","Staedtischer Raum","15","","",""
"Min 1x pro Woche","1998","Berlin","Laendlicher Raum","","","",""
"Min 1x pro Woche","1998","Brandenburg","Staedtischer Raum","","","",""
"Min 1x pro Woche","1998","Brandenburg","Laendlicher Raum","12","","",""
"Min 1x pro Woche","1998","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"Min 1x pro Woche","1998","Mecklenburg-Vorpommern","Laendlicher Raum","13","","",""
"Min 1x pro Woche","1998","Sachsen","Staedtischer Raum","16","","",""
