"ple0055","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"28","1985","66 +","Sachsen-Anhalt","","","",""
"28","1985","66 +","Thueringen","","","",""
"30","1985","17-34","Schleswig-Holstein","","","",""
"30","1985","17-34","Hamburg","","","",""
"30","1985","17-34","Niedersachsen","","","",""
"30","1985","17-34","Bremen","","","",""
"30","1985","17-34","Nordrhein-Westfalen","","","",""
"30","1985","17-34","Hessen","","","",""
"30","1985","17-34","Rheinland-Pfalz,Saarland","","","",""
"30","1985","17-34","Baden-Wuerttemberg","","","",""
"30","1985","17-34","Bayern","","","",""
"30","1985","17-34","Saarland","","","",""
"30","1985","17-34","Berlin","","","",""
"30","1985","17-34","Brandenburg","","","",""
"30","1985","17-34","Mecklenburg-Vorpommern","","","",""
"30","1985","17-34","Sachsen","","","",""
"30","1985","17-34","Sachsen-Anhalt","","","",""
"30","1985","17-34","Thueringen","","","",""
"30","1985","35-65","Schleswig-Holstein","","","",""
"30","1985","35-65","Hamburg","","","",""
"30","1985","35-65","Niedersachsen","","","",""
"30","1985","35-65","Bremen","","","",""
"30","1985","35-65","Nordrhein-Westfalen","1","","",""
"30","1985","35-65","Hessen","","","",""
"30","1985","35-65","Rheinland-Pfalz,Saarland","","","",""
"30","1985","35-65","Baden-Wuerttemberg","","","",""
"30","1985","35-65","Bayern","","","",""
"30","1985","35-65","Saarland","","","",""
"30","1985","35-65","Berlin","","","",""
"30","1985","35-65","Brandenburg","","","",""
"30","1985","35-65","Mecklenburg-Vorpommern","","","",""
"30","1985","35-65","Sachsen","","","",""
"30","1985","35-65","Sachsen-Anhalt","","","",""
"30","1985","35-65","Thueringen","","","",""
"30","1985","66 +","Schleswig-Holstein","","","",""
"30","1985","66 +","Hamburg","","","",""
"30","1985","66 +","Niedersachsen","","","",""
"30","1985","66 +","Bremen","","","",""
"30","1985","66 +","Nordrhein-Westfalen","","","",""
"30","1985","66 +","Hessen","","","",""
"30","1985","66 +","Rheinland-Pfalz,Saarland","","","",""
"30","1985","66 +","Baden-Wuerttemberg","","","",""
"30","1985","66 +","Bayern","","","",""
"30","1985","66 +","Saarland","","","",""
"30","1985","66 +","Berlin","","","",""
"30","1985","66 +","Brandenburg","","","",""
"30","1985","66 +","Mecklenburg-Vorpommern","","","",""
"30","1985","66 +","Sachsen","","","",""
"30","1985","66 +","Sachsen-Anhalt","","","",""
"30","1985","66 +","Thueringen","","","",""
"31","1985","17-34","Schleswig-Holstein","","","",""
"31","1985","17-34","Hamburg","","","",""
"31","1985","17-34","Niedersachsen","","","",""
"31","1985","17-34","Bremen","","","",""
"31","1985","17-34","Nordrhein-Westfalen","","","",""
"31","1985","17-34","Hessen","","","",""
"31","1985","17-34","Rheinland-Pfalz,Saarland","","","",""
"31","1985","17-34","Baden-Wuerttemberg","","","",""
"31","1985","17-34","Bayern","","","",""
"31","1985","17-34","Saarland","","","",""
"31","1985","17-34","Berlin","","","",""
"31","1985","17-34","Brandenburg","","","",""
"31","1985","17-34","Mecklenburg-Vorpommern","","","",""
"31","1985","17-34","Sachsen","","","",""
"31","1985","17-34","Sachsen-Anhalt","","","",""
"31","1985","17-34","Thueringen","","","",""
"31","1985","35-65","Schleswig-Holstein","","","",""
"31","1985","35-65","Hamburg","","","",""
"31","1985","35-65","Niedersachsen","","","",""
"31","1985","35-65","Bremen","","","",""
"31","1985","35-65","Nordrhein-Westfalen","","","",""
"31","1985","35-65","Hessen","","","",""
"31","1985","35-65","Rheinland-Pfalz,Saarland","","","",""
"31","1985","35-65","Baden-Wuerttemberg","","","",""
"31","1985","35-65","Bayern","","","",""
"31","1985","35-65","Saarland","","","",""
"31","1985","35-65","Berlin","","","",""
"31","1985","35-65","Brandenburg","","","",""
"31","1985","35-65","Mecklenburg-Vorpommern","","","",""
"31","1985","35-65","Sachsen","","","",""
"31","1985","35-65","Sachsen-Anhalt","","","",""
"31","1985","35-65","Thueringen","","","",""
"31","1985","66 +","Schleswig-Holstein","","","",""
"31","1985","66 +","Hamburg","","","",""
"31","1985","66 +","Niedersachsen","","","",""
"31","1985","66 +","Bremen","","","",""
"31","1985","66 +","Nordrhein-Westfalen","","","",""
"31","1985","66 +","Hessen","","","",""
"31","1985","66 +","Rheinland-Pfalz,Saarland","","","",""
"31","1985","66 +","Baden-Wuerttemberg","","","",""
"31","1985","66 +","Bayern","","","",""
"31","1985","66 +","Saarland","","","",""
"31","1985","66 +","Berlin","","","",""
"31","1985","66 +","Brandenburg","","","",""
"31","1985","66 +","Mecklenburg-Vorpommern","","","",""
"31","1985","66 +","Sachsen","","","",""
"31","1985","66 +","Sachsen-Anhalt","","","",""
"31","1985","66 +","Thueringen","","","",""
"32","1985","17-34","Schleswig-Holstein","","","",""
"32","1985","17-34","Hamburg","","","",""
"32","1985","17-34","Niedersachsen","","","",""
"32","1985","17-34","Bremen","","","",""
"32","1985","17-34","Nordrhein-Westfalen","","","",""
"32","1985","17-34","Hessen","","","",""
"32","1985","17-34","Rheinland-Pfalz,Saarland","","","",""
"32","1985","17-34","Baden-Wuerttemberg","","","",""
"32","1985","17-34","Bayern","","","",""
"32","1985","17-34","Saarland","","","",""
"32","1985","17-34","Berlin","","","",""
"32","1985","17-34","Brandenburg","","","",""
"32","1985","17-34","Mecklenburg-Vorpommern","","","",""
"32","1985","17-34","Sachsen","","","",""
"32","1985","17-34","Sachsen-Anhalt","","","",""
"32","1985","17-34","Thueringen","","","",""
"32","1985","35-65","Schleswig-Holstein","","","",""
"32","1985","35-65","Hamburg","","","",""
"32","1985","35-65","Niedersachsen","","","",""
"32","1985","35-65","Bremen","","","",""
"32","1985","35-65","Nordrhein-Westfalen","","","",""
"32","1985","35-65","Hessen","","","",""
"32","1985","35-65","Rheinland-Pfalz,Saarland","","","",""
"32","1985","35-65","Baden-Wuerttemberg","","","",""
"32","1985","35-65","Bayern","","","",""
"32","1985","35-65","Saarland","","","",""
"32","1985","35-65","Berlin","","","",""
"32","1985","35-65","Brandenburg","","","",""
"32","1985","35-65","Mecklenburg-Vorpommern","","","",""
"32","1985","35-65","Sachsen","","","",""
"32","1985","35-65","Sachsen-Anhalt","","","",""
"32","1985","35-65","Thueringen","","","",""
"32","1985","66 +","Schleswig-Holstein","","","",""
"32","1985","66 +","Hamburg","","","",""
"32","1985","66 +","Niedersachsen","","","",""
"32","1985","66 +","Bremen","","","",""
"32","1985","66 +","Nordrhein-Westfalen","","","",""
"32","1985","66 +","Hessen","","","",""
"32","1985","66 +","Rheinland-Pfalz,Saarland","","","",""
"32","1985","66 +","Baden-Wuerttemberg","","","",""
"32","1985","66 +","Bayern","","","",""
"32","1985","66 +","Saarland","","","",""
"32","1985","66 +","Berlin","","","",""
"32","1985","66 +","Brandenburg","","","",""
"32","1985","66 +","Mecklenburg-Vorpommern","","","",""
"32","1985","66 +","Sachsen","","","",""
"32","1985","66 +","Sachsen-Anhalt","","","",""
"32","1985","66 +","Thueringen","","","",""
"35","1985","17-34","Schleswig-Holstein","","","",""
"35","1985","17-34","Hamburg","","","",""
"35","1985","17-34","Niedersachsen","","","",""
"35","1985","17-34","Bremen","","","",""
"35","1985","17-34","Nordrhein-Westfalen","","","",""
"35","1985","17-34","Hessen","","","",""
"35","1985","17-34","Rheinland-Pfalz,Saarland","","","",""
"35","1985","17-34","Baden-Wuerttemberg","","","",""
"35","1985","17-34","Bayern","","","",""
"35","1985","17-34","Saarland","","","",""
"35","1985","17-34","Berlin","","","",""
"35","1985","17-34","Brandenburg","","","",""
"35","1985","17-34","Mecklenburg-Vorpommern","","","",""
"35","1985","17-34","Sachsen","","","",""
"35","1985","17-34","Sachsen-Anhalt","","","",""
"35","1985","17-34","Thueringen","","","",""
"35","1985","35-65","Schleswig-Holstein","","","",""
"35","1985","35-65","Hamburg","","","",""
"35","1985","35-65","Niedersachsen","","","",""
"35","1985","35-65","Bremen","","","",""
"35","1985","35-65","Nordrhein-Westfalen","","","",""
"35","1985","35-65","Hessen","","","",""
"35","1985","35-65","Rheinland-Pfalz,Saarland","","","",""
"35","1985","35-65","Baden-Wuerttemberg","","","",""
"35","1985","35-65","Bayern","","","",""
"35","1985","35-65","Saarland","","","",""
"35","1985","35-65","Berlin","","","",""
"35","1985","35-65","Brandenburg","","","",""
"35","1985","35-65","Mecklenburg-Vorpommern","","","",""
"35","1985","35-65","Sachsen","","","",""
"35","1985","35-65","Sachsen-Anhalt","","","",""
"35","1985","35-65","Thueringen","","","",""
"35","1985","66 +","Schleswig-Holstein","","","",""
"35","1985","66 +","Hamburg","","","",""
"35","1985","66 +","Niedersachsen","","","",""
"35","1985","66 +","Bremen","","","",""
"35","1985","66 +","Nordrhein-Westfalen","","","",""
"35","1985","66 +","Hessen","","","",""
"35","1985","66 +","Rheinland-Pfalz,Saarland","","","",""
"35","1985","66 +","Baden-Wuerttemberg","","","",""
"35","1985","66 +","Bayern","","","",""
"35","1985","66 +","Saarland","","","",""
"35","1985","66 +","Berlin","","","",""
"35","1985","66 +","Brandenburg","","","",""
"35","1985","66 +","Mecklenburg-Vorpommern","","","",""
"35","1985","66 +","Sachsen","","","",""
"35","1985","66 +","Sachsen-Anhalt","","","",""
"35","1985","66 +","Thueringen","","","",""
"36","1985","17-34","Schleswig-Holstein","","","",""
"36","1985","17-34","Hamburg","","","",""
"36","1985","17-34","Niedersachsen","","","",""
"36","1985","17-34","Bremen","","","",""
"36","1985","17-34","Nordrhein-Westfalen","","","",""
"36","1985","17-34","Hessen","","","",""
"36","1985","17-34","Rheinland-Pfalz,Saarland","","","",""
"36","1985","17-34","Baden-Wuerttemberg","","","",""
"36","1985","17-34","Bayern","","","",""
"36","1985","17-34","Saarland","","","",""
"36","1985","17-34","Berlin","","","",""
"36","1985","17-34","Brandenburg","","","",""
"36","1985","17-34","Mecklenburg-Vorpommern","","","",""
"36","1985","17-34","Sachsen","","","",""
"36","1985","17-34","Sachsen-Anhalt","","","",""
"36","1985","17-34","Thueringen","","","",""
"36","1985","35-65","Schleswig-Holstein","","","",""
"36","1985","35-65","Hamburg","","","",""
"36","1985","35-65","Niedersachsen","","","",""
"36","1985","35-65","Bremen","","","",""
"36","1985","35-65","Nordrhein-Westfalen","","","",""
"36","1985","35-65","Hessen","","","",""
"36","1985","35-65","Rheinland-Pfalz,Saarland","","","",""
"36","1985","35-65","Baden-Wuerttemberg","","","",""
"36","1985","35-65","Bayern","","","",""
"36","1985","35-65","Saarland","","","",""
"36","1985","35-65","Berlin","","","",""
"36","1985","35-65","Brandenburg","","","",""
"36","1985","35-65","Mecklenburg-Vorpommern","","","",""
"36","1985","35-65","Sachsen","","","",""
"36","1985","35-65","Sachsen-Anhalt","","","",""
"36","1985","35-65","Thueringen","","","",""
"36","1985","66 +","Schleswig-Holstein","","","",""
"36","1985","66 +","Hamburg","","","",""
"36","1985","66 +","Niedersachsen","","","",""
"36","1985","66 +","Bremen","","","",""
"36","1985","66 +","Nordrhein-Westfalen","","","",""
"36","1985","66 +","Hessen","","","",""
"36","1985","66 +","Rheinland-Pfalz,Saarland","","","",""
"36","1985","66 +","Baden-Wuerttemberg","","","",""
"36","1985","66 +","Bayern","","","",""
"36","1985","66 +","Saarland","","","",""
"36","1985","66 +","Berlin","","","",""
"36","1985","66 +","Brandenburg","","","",""
"36","1985","66 +","Mecklenburg-Vorpommern","","","",""
"36","1985","66 +","Sachsen","","","",""
"36","1985","66 +","Sachsen-Anhalt","","","",""
"36","1985","66 +","Thueringen","","","",""
"40","1985","17-34","Schleswig-Holstein","","","",""
"40","1985","17-34","Hamburg","","","",""
"40","1985","17-34","Niedersachsen","","","",""
"40","1985","17-34","Bremen","","","",""
"40","1985","17-34","Nordrhein-Westfalen","","","",""
"40","1985","17-34","Hessen","","","",""
"40","1985","17-34","Rheinland-Pfalz,Saarland","","","",""
"40","1985","17-34","Baden-Wuerttemberg","","","",""
"40","1985","17-34","Bayern","","","",""
"40","1985","17-34","Saarland","","","",""
"40","1985","17-34","Berlin","","","",""
"40","1985","17-34","Brandenburg","","","",""
"40","1985","17-34","Mecklenburg-Vorpommern","","","",""
"40","1985","17-34","Sachsen","","","",""
"40","1985","17-34","Sachsen-Anhalt","","","",""
"40","1985","17-34","Thueringen","","","",""
"40","1985","35-65","Schleswig-Holstein","","","",""
"40","1985","35-65","Hamburg","","","",""
"40","1985","35-65","Niedersachsen","","","",""
"40","1985","35-65","Bremen","","","",""
"40","1985","35-65","Nordrhein-Westfalen","","","",""
"40","1985","35-65","Hessen","","","",""
"40","1985","35-65","Rheinland-Pfalz,Saarland","","","",""
"40","1985","35-65","Baden-Wuerttemberg","","","",""
"40","1985","35-65","Bayern","","","",""
"40","1985","35-65","Saarland","","","",""
"40","1985","35-65","Berlin","","","",""
"40","1985","35-65","Brandenburg","","","",""
"40","1985","35-65","Mecklenburg-Vorpommern","","","",""
"40","1985","35-65","Sachsen","","","",""
"40","1985","35-65","Sachsen-Anhalt","","","",""
"40","1985","35-65","Thueringen","","","",""
"40","1985","66 +","Schleswig-Holstein","","","",""
"40","1985","66 +","Hamburg","","","",""
"40","1985","66 +","Niedersachsen","","","",""
"40","1985","66 +","Bremen","","","",""
"40","1985","66 +","Nordrhein-Westfalen","","","",""
"40","1985","66 +","Hessen","","","",""
"40","1985","66 +","Rheinland-Pfalz,Saarland","","","",""
"40","1985","66 +","Baden-Wuerttemberg","","","",""
"40","1985","66 +","Bayern","","","",""
"40","1985","66 +","Saarland","","","",""
"40","1985","66 +","Berlin","","","",""
"40","1985","66 +","Brandenburg","","","",""
"40","1985","66 +","Mecklenburg-Vorpommern","","","",""
"40","1985","66 +","Sachsen","","","",""
"40","1985","66 +","Sachsen-Anhalt","","","",""
"40","1985","66 +","Thueringen","","","",""
"42","1985","17-34","Schleswig-Holstein","","","",""
"42","1985","17-34","Hamburg","","","",""
"42","1985","17-34","Niedersachsen","","","",""
"42","1985","17-34","Bremen","","","",""
"42","1985","17-34","Nordrhein-Westfalen","","","",""
"42","1985","17-34","Hessen","","","",""
"42","1985","17-34","Rheinland-Pfalz,Saarland","","","",""
"42","1985","17-34","Baden-Wuerttemberg","","","",""
"42","1985","17-34","Bayern","","","",""
"42","1985","17-34","Saarland","","","",""
"42","1985","17-34","Berlin","","","",""
"42","1985","17-34","Brandenburg","","","",""
"42","1985","17-34","Mecklenburg-Vorpommern","","","",""
"42","1985","17-34","Sachsen","","","",""
"42","1985","17-34","Sachsen-Anhalt","","","",""
"42","1985","17-34","Thueringen","","","",""
"42","1985","35-65","Schleswig-Holstein","","","",""
"42","1985","35-65","Hamburg","","","",""
"42","1985","35-65","Niedersachsen","","","",""
"42","1985","35-65","Bremen","","","",""
"42","1985","35-65","Nordrhein-Westfalen","","","",""
"42","1985","35-65","Hessen","","","",""
"42","1985","35-65","Rheinland-Pfalz,Saarland","","","",""
"42","1985","35-65","Baden-Wuerttemberg","","","",""
"42","1985","35-65","Bayern","","","",""
"42","1985","35-65","Saarland","","","",""
"42","1985","35-65","Berlin","","","",""
"42","1985","35-65","Brandenburg","","","",""
"42","1985","35-65","Mecklenburg-Vorpommern","","","",""
"42","1985","35-65","Sachsen","","","",""
"42","1985","35-65","Sachsen-Anhalt","","","",""
"42","1985","35-65","Thueringen","","","",""
"42","1985","66 +","Schleswig-Holstein","","","",""
"42","1985","66 +","Hamburg","","","",""
"42","1985","66 +","Niedersachsen","","","",""
"42","1985","66 +","Bremen","","","",""
"42","1985","66 +","Nordrhein-Westfalen","","","",""
"42","1985","66 +","Hessen","","","",""
"42","1985","66 +","Rheinland-Pfalz,Saarland","","","",""
"42","1985","66 +","Baden-Wuerttemberg","","","",""
"42","1985","66 +","Bayern","","","",""
"42","1985","66 +","Saarland","","","",""
"42","1985","66 +","Berlin","","","",""
"42","1985","66 +","Brandenburg","","","",""
"42","1985","66 +","Mecklenburg-Vorpommern","","","",""
"42","1985","66 +","Sachsen","","","",""
"42","1985","66 +","Sachsen-Anhalt","","","",""
"42","1985","66 +","Thueringen","","","",""
"45","1985","17-34","Schleswig-Holstein","","","",""
"45","1985","17-34","Hamburg","","","",""
"45","1985","17-34","Niedersachsen","","","",""
"45","1985","17-34","Bremen","","","",""
"45","1985","17-34","Nordrhein-Westfalen","","","",""
"45","1985","17-34","Hessen","","","",""
"45","1985","17-34","Rheinland-Pfalz,Saarland","","","",""
"45","1985","17-34","Baden-Wuerttemberg","","","",""
"45","1985","17-34","Bayern","","","",""
"45","1985","17-34","Saarland","","","",""
"45","1985","17-34","Berlin","","","",""
"45","1985","17-34","Brandenburg","","","",""
"45","1985","17-34","Mecklenburg-Vorpommern","","","",""
"45","1985","17-34","Sachsen","","","",""
"45","1985","17-34","Sachsen-Anhalt","","","",""
"45","1985","17-34","Thueringen","","","",""
"45","1985","35-65","Schleswig-Holstein","","","",""
"45","1985","35-65","Hamburg","","","",""
"45","1985","35-65","Niedersachsen","","","",""
"45","1985","35-65","Bremen","","","",""
"45","1985","35-65","Nordrhein-Westfalen","","","",""
"45","1985","35-65","Hessen","","","",""
"45","1985","35-65","Rheinland-Pfalz,Saarland","","","",""
"45","1985","35-65","Baden-Wuerttemberg","","","",""
"45","1985","35-65","Bayern","","","",""
"45","1985","35-65","Saarland","","","",""
"45","1985","35-65","Berlin","","","",""
"45","1985","35-65","Brandenburg","","","",""
"45","1985","35-65","Mecklenburg-Vorpommern","","","",""
"45","1985","35-65","Sachsen","","","",""
"45","1985","35-65","Sachsen-Anhalt","","","",""
"45","1985","35-65","Thueringen","","","",""
"45","1985","66 +","Schleswig-Holstein","","","",""
"45","1985","66 +","Hamburg","","","",""
