"pli0093_h","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","1997","Niedersachsen","weiblich","","","",""
"Min 1x pro Monat","1997","Bremen","maennlich","","","",""
"Min 1x pro Monat","1997","Bremen","weiblich","","","",""
"Min 1x pro Monat","1997","Nordrhein-Westfalen","maennlich","","","",""
"Min 1x pro Monat","1997","Nordrhein-Westfalen","weiblich","","","",""
"Min 1x pro Monat","1997","Hessen","maennlich","","","",""
"Min 1x pro Monat","1997","Hessen","weiblich","","","",""
"Min 1x pro Monat","1997","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Min 1x pro Monat","1997","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Min 1x pro Monat","1997","Baden-Wuerttemberg","maennlich","","","",""
"Min 1x pro Monat","1997","Baden-Wuerttemberg","weiblich","","","",""
"Min 1x pro Monat","1997","Bayern","maennlich","","","",""
"Min 1x pro Monat","1997","Bayern","weiblich","","","",""
"Min 1x pro Monat","1997","Saarland","maennlich","","","",""
"Min 1x pro Monat","1997","Saarland","weiblich","","","",""
"Min 1x pro Monat","1997","Berlin","maennlich","","","",""
"Min 1x pro Monat","1997","Berlin","weiblich","","","",""
"Min 1x pro Monat","1997","Brandenburg","maennlich","","","",""
"Min 1x pro Monat","1997","Brandenburg","weiblich","","","",""
"Min 1x pro Monat","1997","Mecklenburg-Vorpommern","maennlich","","","",""
"Min 1x pro Monat","1997","Mecklenburg-Vorpommern","weiblich","","","",""
"Min 1x pro Monat","1997","Sachsen","maennlich","","","",""
"Min 1x pro Monat","1997","Sachsen","weiblich","","","",""
"Min 1x pro Monat","1997","Sachsen-Anhalt","maennlich","","","",""
"Min 1x pro Monat","1997","Sachsen-Anhalt","weiblich","","","",""
"Min 1x pro Monat","1997","Thueringen","maennlich","","","",""
"Min 1x pro Monat","1997","Thueringen","weiblich","","","",""
"Seltener","1997","Schleswig-Holstein","maennlich","","","",""
"Seltener","1997","Schleswig-Holstein","weiblich","","","",""
"Seltener","1997","Hamburg","maennlich","","","",""
"Seltener","1997","Hamburg","weiblich","","","",""
"Seltener","1997","Niedersachsen","maennlich","","","",""
"Seltener","1997","Niedersachsen","weiblich","","","",""
"Seltener","1997","Bremen","maennlich","","","",""
"Seltener","1997","Bremen","weiblich","","","",""
"Seltener","1997","Nordrhein-Westfalen","maennlich","","","",""
"Seltener","1997","Nordrhein-Westfalen","weiblich","","","",""
"Seltener","1997","Hessen","maennlich","","","",""
"Seltener","1997","Hessen","weiblich","","","",""
"Seltener","1997","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Seltener","1997","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Seltener","1997","Baden-Wuerttemberg","maennlich","","","",""
"Seltener","1997","Baden-Wuerttemberg","weiblich","","","",""
"Seltener","1997","Bayern","maennlich","","","",""
"Seltener","1997","Bayern","weiblich","","","",""
"Seltener","1997","Saarland","maennlich","","","",""
"Seltener","1997","Saarland","weiblich","","","",""
"Seltener","1997","Berlin","maennlich","","","",""
"Seltener","1997","Berlin","weiblich","","","",""
"Seltener","1997","Brandenburg","maennlich","","","",""
"Seltener","1997","Brandenburg","weiblich","","","",""
"Seltener","1997","Mecklenburg-Vorpommern","maennlich","","","",""
"Seltener","1997","Mecklenburg-Vorpommern","weiblich","","","",""
"Seltener","1997","Sachsen","maennlich","","","",""
"Seltener","1997","Sachsen","weiblich","","","",""
"Seltener","1997","Sachsen-Anhalt","maennlich","","","",""
"Seltener","1997","Sachsen-Anhalt","weiblich","","","",""
"Seltener","1997","Thueringen","maennlich","","","",""
"Seltener","1997","Thueringen","weiblich","","","",""
"Nie","1997","Schleswig-Holstein","maennlich","","","",""
"Nie","1997","Schleswig-Holstein","weiblich","","","",""
"Nie","1997","Hamburg","maennlich","","","",""
"Nie","1997","Hamburg","weiblich","","","",""
"Nie","1997","Niedersachsen","maennlich","","","",""
"Nie","1997","Niedersachsen","weiblich","","","",""
"Nie","1997","Bremen","maennlich","","","",""
"Nie","1997","Bremen","weiblich","","","",""
"Nie","1997","Nordrhein-Westfalen","maennlich","","","",""
"Nie","1997","Nordrhein-Westfalen","weiblich","","","",""
"Nie","1997","Hessen","maennlich","","","",""
"Nie","1997","Hessen","weiblich","","","",""
"Nie","1997","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Nie","1997","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nie","1997","Baden-Wuerttemberg","maennlich","","","",""
"Nie","1997","Baden-Wuerttemberg","weiblich","","","",""
"Nie","1997","Bayern","maennlich","","","",""
"Nie","1997","Bayern","weiblich","","","",""
"Nie","1997","Saarland","maennlich","","","",""
"Nie","1997","Saarland","weiblich","","","",""
"Nie","1997","Berlin","maennlich","","","",""
"Nie","1997","Berlin","weiblich","","","",""
"Nie","1997","Brandenburg","maennlich","","","",""
"Nie","1997","Brandenburg","weiblich","","","",""
"Nie","1997","Mecklenburg-Vorpommern","maennlich","","","",""
"Nie","1997","Mecklenburg-Vorpommern","weiblich","","","",""
"Nie","1997","Sachsen","maennlich","","","",""
"Nie","1997","Sachsen","weiblich","","","",""
"Nie","1997","Sachsen-Anhalt","maennlich","","","",""
"Nie","1997","Sachsen-Anhalt","weiblich","","","",""
"Nie","1997","Thueringen","maennlich","","","",""
"Nie","1997","Thueringen","weiblich","","","",""
"Taeglich","1998","Schleswig-Holstein","maennlich","4","0.029213022000251","0.00311916286028597","0.0553068811402161"
"Taeglich","1998","Schleswig-Holstein","weiblich","2","","",""
"Taeglich","1998","Hamburg","maennlich","1","","",""
"Taeglich","1998","Hamburg","weiblich","5","0.0684257458197129","0.0150655549936783","0.121785936645747"
"Taeglich","1998","Niedersachsen","maennlich","14","","",""
"Taeglich","1998","Niedersachsen","weiblich","12","","",""
"Taeglich","1998","Bremen","maennlich","1","","",""
"Taeglich","1998","Bremen","weiblich","4","0.0830124100940787","0.00802304791517475","0.158001772272983"
"Taeglich","1998","Nordrhein-Westfalen","maennlich","31","0.0261176762656934","0.017616475863804","0.0346188766675828"
"Taeglich","1998","Nordrhein-Westfalen","weiblich","43","0.0313223591427534","0.0223905413864336","0.0402541768990731"
"Taeglich","1998","Hessen","maennlich","13","","",""
"Taeglich","1998","Hessen","weiblich","15","","",""
"Taeglich","1998","Rheinland-Pfalz,Saarland","maennlich","12","","",""
"Taeglich","1998","Rheinland-Pfalz,Saarland","weiblich","9","0.0283952540263108","0.012414703537478","0.0443758045151437"
"Taeglich","1998","Baden-Wuerttemberg","maennlich","17","","",""
"Taeglich","1998","Baden-Wuerttemberg","weiblich","13","","",""
"Taeglich","1998","Bayern","maennlich","23","","",""
"Taeglich","1998","Bayern","weiblich","23","","",""
"Taeglich","1998","Saarland","maennlich","","","",""
"Taeglich","1998","Saarland","weiblich","","","",""
"Taeglich","1998","Berlin","maennlich","7","0.03370807857627","0.0113809741598043","0.0560351829927357"
"Taeglich","1998","Berlin","weiblich","14","","",""
"Taeglich","1998","Brandenburg","maennlich","7","0.0261197865590304","0.00813181457315792","0.0441077585449028"
"Taeglich","1998","Brandenburg","weiblich","4","0.0115153033178506","-0.000229374995405037","0.0232599816311062"
"Taeglich","1998","Mecklenburg-Vorpommern","maennlich","4","0.0265233631185401","0.00414168952043827","0.0489050367166419"
"Taeglich","1998","Mecklenburg-Vorpommern","weiblich","","","",""
"Taeglich","1998","Sachsen","maennlich","12","","",""
"Taeglich","1998","Sachsen","weiblich","11","","",""
"Taeglich","1998","Sachsen-Anhalt","maennlich","3","","",""
"Taeglich","1998","Sachsen-Anhalt","weiblich","6","0.0118574251580333","0.000644689607110113","0.0230701607089565"
"Taeglich","1998","Thueringen","maennlich","3","","",""
"Taeglich","1998","Thueringen","weiblich","6","0.0167966809630805","0.00380732635462233","0.0297860355715387"
"Min 1x pro Woche","1998","Schleswig-Holstein","maennlich","12","","",""
"Min 1x pro Woche","1998","Schleswig-Holstein","weiblich","31","0.160254363166005","0.107676116795906","0.212832609536105"
"Min 1x pro Woche","1998","Hamburg","maennlich","5","0.0676009759763962","0.0079289170775161","0.127273034875276"
"Min 1x pro Woche","1998","Hamburg","weiblich","9","0.102592829028181","0.0384641733319992","0.166721484724363"
"Min 1x pro Woche","1998","Niedersachsen","maennlich","46","0.0868910149613733","0.0641625121536965","0.10961951776905"
"Min 1x pro Woche","1998","Niedersachsen","weiblich","53","0.0980984502901665","0.074198321123458","0.121998579456875"
"Min 1x pro Woche","1998","Bremen","maennlich","3","","",""
"Min 1x pro Woche","1998","Bremen","weiblich","7","0.122375000792791","0.0333017575181509","0.211448244067431"
"Min 1x pro Woche","1998","Nordrhein-Westfalen","maennlich","81","0.0672764968497392","0.0539238337936508","0.0806291599058276"
"Min 1x pro Woche","1998","Nordrhein-Westfalen","weiblich","132","","",""
"Min 1x pro Woche","1998","Hessen","maennlich","36","0.0863331917542937","0.0606115802360508","0.112054803272537"
"Min 1x pro Woche","1998","Hessen","weiblich","34","0.0711537865303981","0.0480346184726264","0.0942729545881698"
"Min 1x pro Woche","1998","Rheinland-Pfalz,Saarland","maennlich","21","","",""
"Min 1x pro Woche","1998","Rheinland-Pfalz,Saarland","weiblich","32","0.0942831119883275","0.0661681675295937","0.122398056447061"
"Min 1x pro Woche","1998","Baden-Wuerttemberg","maennlich","63","0.0927736785675763","0.0735068948101162","0.112040462325036"
"Min 1x pro Woche","1998","Baden-Wuerttemberg","weiblich","90","0.106317651434386","0.0864319223807106","0.126203380488061"
"Min 1x pro Woche","1998","Bayern","maennlich","88","0.110067563627995","0.0896768701471981","0.130458257108792"
"Min 1x pro Woche","1998","Bayern","weiblich","91","0.0992658361218849","0.0802513536888913","0.118280318554879"
"Min 1x pro Woche","1998","Saarland","maennlich","","","",""
"Min 1x pro Woche","1998","Saarland","weiblich","","","",""
"Min 1x pro Woche","1998","Berlin","maennlich","22","","",""
"Min 1x pro Woche","1998","Berlin","weiblich","26","","",""
"Min 1x pro Woche","1998","Brandenburg","maennlich","22","","",""
"Min 1x pro Woche","1998","Brandenburg","weiblich","21","","",""
"Min 1x pro Woche","1998","Mecklenburg-Vorpommern","maennlich","8","0.0380853195825377","0.0114251704526613","0.0647454687124141"
"Min 1x pro Woche","1998","Mecklenburg-Vorpommern","weiblich","12","","",""
"Min 1x pro Woche","1998","Sachsen","maennlich","32","0.055534564585228","0.0366503647724409","0.0744187643980152"
"Min 1x pro Woche","1998","Sachsen","weiblich","45","0.0644947750761205","0.0449218479715061","0.0840677021807349"
"Min 1x pro Woche","1998","Sachsen-Anhalt","maennlich","11","","",""
"Min 1x pro Woche","1998","Sachsen-Anhalt","weiblich","21","","",""
"Min 1x pro Woche","1998","Thueringen","maennlich","17","","",""
"Min 1x pro Woche","1998","Thueringen","weiblich","27","","",""
"Min 1x pro Monat","1998","Schleswig-Holstein","maennlich","11","","",""
"Min 1x pro Monat","1998","Schleswig-Holstein","weiblich","20","","",""
"Min 1x pro Monat","1998","Hamburg","maennlich","5","0.0957415416560773","0.0258072576756435","0.165675825636511"
"Min 1x pro Monat","1998","Hamburg","weiblich","11","","",""
"Min 1x pro Monat","1998","Niedersachsen","maennlich","43","0.0849911723768367","0.0624891455984076","0.107493199155266"
"Min 1x pro Monat","1998","Niedersachsen","weiblich","68","0.128378454757814","0.101500287103442","0.155256622412186"
"Min 1x pro Monat","1998","Bremen","maennlich","2","","",""
"Min 1x pro Monat","1998","Bremen","weiblich","5","0.0838932887372817","0.00854332261036449","0.159243254864199"
"Min 1x pro Monat","1998","Nordrhein-Westfalen","maennlich","91","0.0709634901076946","0.0572769517363259","0.0846500284790632"
"Min 1x pro Monat","1998","Nordrhein-Westfalen","weiblich","124","","",""
"Min 1x pro Monat","1998","Hessen","maennlich","30","0.0628025627609876","0.0405838148646888","0.0850213106572865"
"Min 1x pro Monat","1998","Hessen","weiblich","34","0.0704217530095546","0.0474127564995174","0.0934307495195918"
"Min 1x pro Monat","1998","Rheinland-Pfalz,Saarland","maennlich","26","","",""
"Min 1x pro Monat","1998","Rheinland-Pfalz,Saarland","weiblich","33","0.0772259470443176","0.0515424976272733","0.102909396461362"
"Min 1x pro Monat","1998","Baden-Wuerttemberg","maennlich","54","0.0692737670731843","0.0524107844125982","0.0861367497337705"
"Min 1x pro Monat","1998","Baden-Wuerttemberg","weiblich","71","0.084778877300672","0.0668086285658434","0.102749126035501"
"Min 1x pro Monat","1998","Bayern","maennlich","72","0.081642745977505","0.0638030095547383","0.0994824824002716"
"Min 1x pro Monat","1998","Bayern","weiblich","110","","",""
"Min 1x pro Monat","1998","Saarland","maennlich","","","",""
"Min 1x pro Monat","1998","Saarland","weiblich","","","",""
"Min 1x pro Monat","1998","Berlin","maennlich","33","0.164779753051999","0.11888493410036","0.210674572003638"
"Min 1x pro Monat","1998","Berlin","weiblich","31","0.100360969996213","0.0650392159220367","0.13568272407039"
"Min 1x pro Monat","1998","Brandenburg","maennlich","24","","",""
"Min 1x pro Monat","1998","Brandenburg","weiblich","30","0.0996853761448123","0.0667068427417803","0.132663909547844"
"Min 1x pro Monat","1998","Mecklenburg-Vorpommern","maennlich","11","","",""
"Min 1x pro Monat","1998","Mecklenburg-Vorpommern","weiblich","19","","",""
"Min 1x pro Monat","1998","Sachsen","maennlich","39","0.0621636838985072","0.0422543943926193","0.0820729734043951"
"Min 1x pro Monat","1998","Sachsen","weiblich","51","0.0736669092379185","0.0528512477138804","0.0944825707619567"
"Min 1x pro Monat","1998","Sachsen-Anhalt","maennlich","18","","",""
"Min 1x pro Monat","1998","Sachsen-Anhalt","weiblich","27","","",""
"Min 1x pro Monat","1998","Thueringen","maennlich","26","","",""
"Min 1x pro Monat","1998","Thueringen","weiblich","31","0.0569716269759167","0.0335430527766125","0.0804002011752209"
"Seltener","1998","Schleswig-Holstein","maennlich","43","0.254061654616938","0.186607434230787","0.32151587500309"
"Seltener","1998","Schleswig-Holstein","weiblich","62","0.337629079528536","0.269849660964063","0.405408498093008"
"Seltener","1998","Hamburg","maennlich","15","","",""
"Seltener","1998","Hamburg","weiblich","20","","",""
"Seltener","1998","Niedersachsen","maennlich","154","","",""
"Seltener","1998","Niedersachsen","weiblich","145","","",""
"Seltener","1998","Bremen","maennlich","15","","",""
"Seltener","1998","Bremen","weiblich","10","","",""
"Seltener","1998","Nordrhein-Westfalen","maennlich","346","0.280343735386484","0.256401332848605","0.304286137924362"
"Seltener","1998","Nordrhein-Westfalen","weiblich","389","0.268977246172958","0.246239563455982","0.291714928889933"
"Seltener","1998","Hessen","maennlich","119","","",""
"Seltener","1998","Hessen","weiblich","119","","",""
"Seltener","1998","Rheinland-Pfalz,Saarland","maennlich","77","0.195660358164037","0.155930239440974","0.235390476887099"
"Seltener","1998","Rheinland-Pfalz,Saarland","weiblich","92","0.202639093416745","0.163965624491194","0.241312562342297"
"Seltener","1998","Baden-Wuerttemberg","maennlich","196","","",""
"Seltener","1998","Baden-Wuerttemberg","weiblich","220","","",""
"Seltener","1998","Bayern","maennlich","242","","",""
"Seltener","1998","Bayern","weiblich","263","","",""
"Seltener","1998","Saarland","maennlich","","","",""
"Seltener","1998","Saarland","weiblich","","","",""
"Seltener","1998","Berlin","maennlich","72","0.295694317545187","0.239237900085027","0.352150735005346"
"Seltener","1998","Berlin","weiblich","84","0.286703881455015","0.233544807143226","0.339862955766805"
"Seltener","1998","Brandenburg","maennlich","71","0.207301294335748","0.161581980800955","0.253020607870541"
"Seltener","1998","Brandenburg","weiblich","96","0.268145690815237","0.21937979706205","0.316911584568423"
"Seltener","1998","Mecklenburg-Vorpommern","maennlich","63","0.25047537536818","0.190123472641059","0.310827278095301"
"Seltener","1998","Mecklenburg-Vorpommern","weiblich","77","0.336822148131588","0.272438104980213","0.401206191282964"
"Seltener","1998","Sachsen","maennlich","176","","",""
"Seltener","1998","Sachsen","weiblich","192","","",""
"Seltener","1998","Sachsen-Anhalt","maennlich","89","0.271159246527712","0.222901412611005","0.319417080444419"
"Seltener","1998","Sachsen-Anhalt","weiblich","103","","",""
"Seltener","1998","Thueringen","maennlich","110","","",""
"Seltener","1998","Thueringen","weiblich","112","","",""
"Nie","1998","Schleswig-Holstein","maennlich","90","0.575143304193529","0.498548842667057","0.651737765720001"
"Nie","1998","Schleswig-Holstein","weiblich","72","0.394543468585716","0.324492168275899","0.464594768895534"
"Nie","1998","Hamburg","maennlich","42","0.567338415486348","0.449580828284964","0.685096002687732"
"Nie","1998","Hamburg","weiblich","41","0.464419417849915","0.359013143849359","0.569825691850471"
"Nie","1998","Niedersachsen","maennlich","333","0.529939473426093","0.489666646889356","0.570212299962831"
"Nie","1998","Niedersachsen","weiblich","317","0.509160346057103","0.468991744227301","0.549328947886905"
"Nie","1998","Bremen","maennlich","27","","",""
"Nie","1998","Bremen","weiblich","26","","",""
"Nie","1998","Nordrhein-Westfalen","maennlich","803","0.555298601390389","0.528810106447572","0.581787096333206"
