"plh0190","year","bula_h","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt ganz u.gar","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Hessen","2","","","",""
"Stimmt ganz u.gar","2002","Hessen","3","","","",""
"Stimmt ganz u.gar","2002","Hessen","4","","","",""
"Stimmt ganz u.gar","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Rheinland-Pfalz,Saarland","2","","","",""
"Stimmt ganz u.gar","2002","Rheinland-Pfalz,Saarland","3","","","",""
"Stimmt ganz u.gar","2002","Rheinland-Pfalz,Saarland","4","","","",""
"Stimmt ganz u.gar","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Baden-Württemberg","2","","","",""
"Stimmt ganz u.gar","2002","Baden-Württemberg","3","","","",""
"Stimmt ganz u.gar","2002","Baden-Württemberg","4","","","",""
"Stimmt ganz u.gar","2002","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Bayern","2","","","",""
"Stimmt ganz u.gar","2002","Bayern","3","","","",""
"Stimmt ganz u.gar","2002","Bayern","4","","","",""
"Stimmt ganz u.gar","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Saarland","2","","","",""
"Stimmt ganz u.gar","2002","Saarland","3","","","",""
"Stimmt ganz u.gar","2002","Saarland","4","","","",""
"Stimmt ganz u.gar","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Berlin","2","","","",""
"Stimmt ganz u.gar","2002","Berlin","3","","","",""
"Stimmt ganz u.gar","2002","Berlin","4","","","",""
"Stimmt ganz u.gar","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Brandenburg","2","","","",""
"Stimmt ganz u.gar","2002","Brandenburg","3","","","",""
"Stimmt ganz u.gar","2002","Brandenburg","4","","","",""
"Stimmt ganz u.gar","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Mecklenburg-Vorpommern","2","","","",""
"Stimmt ganz u.gar","2002","Mecklenburg-Vorpommern","3","","","",""
"Stimmt ganz u.gar","2002","Mecklenburg-Vorpommern","4","","","",""
"Stimmt ganz u.gar","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Sachsen","2","","","",""
"Stimmt ganz u.gar","2002","Sachsen","3","","","",""
"Stimmt ganz u.gar","2002","Sachsen","4","","","",""
"Stimmt ganz u.gar","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Sachsen-Anhalt","2","","","",""
"Stimmt ganz u.gar","2002","Sachsen-Anhalt","3","","","",""
"Stimmt ganz u.gar","2002","Sachsen-Anhalt","4","","","",""
"Stimmt ganz u.gar","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Thüringen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2002","Thüringen","2","","","",""
"Stimmt ganz u.gar","2002","Thüringen","3","","","",""
"Stimmt ganz u.gar","2002","Thüringen","4","","","",""
"Stimmt ganz u.gar","2002","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Schleswig-Holstein","2","","","",""
"Stimmt eher","2002","Schleswig-Holstein","3","","","",""
"Stimmt eher","2002","Schleswig-Holstein","4","","","",""
"Stimmt eher","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Hamburg","2","","","",""
"Stimmt eher","2002","Hamburg","3","","","",""
"Stimmt eher","2002","Hamburg","4","","","",""
"Stimmt eher","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Niedersachsen","2","","","",""
"Stimmt eher","2002","Niedersachsen","3","","","",""
"Stimmt eher","2002","Niedersachsen","4","","","",""
"Stimmt eher","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Bremen","2","","","",""
"Stimmt eher","2002","Bremen","3","","","",""
"Stimmt eher","2002","Bremen","4","","","",""
"Stimmt eher","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Nordrhein-Westfalen","2","","","",""
"Stimmt eher","2002","Nordrhein-Westfalen","3","","","",""
"Stimmt eher","2002","Nordrhein-Westfalen","4","","","",""
"Stimmt eher","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Hessen","2","","","",""
"Stimmt eher","2002","Hessen","3","","","",""
"Stimmt eher","2002","Hessen","4","","","",""
"Stimmt eher","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Rheinland-Pfalz,Saarland","2","","","",""
"Stimmt eher","2002","Rheinland-Pfalz,Saarland","3","","","",""
"Stimmt eher","2002","Rheinland-Pfalz,Saarland","4","","","",""
"Stimmt eher","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Baden-Württemberg","2","","","",""
"Stimmt eher","2002","Baden-Württemberg","3","","","",""
"Stimmt eher","2002","Baden-Württemberg","4","","","",""
"Stimmt eher","2002","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Bayern","2","","","",""
"Stimmt eher","2002","Bayern","3","","","",""
"Stimmt eher","2002","Bayern","4","","","",""
"Stimmt eher","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Saarland","2","","","",""
"Stimmt eher","2002","Saarland","3","","","",""
"Stimmt eher","2002","Saarland","4","","","",""
"Stimmt eher","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Berlin","2","","","",""
"Stimmt eher","2002","Berlin","3","","","",""
"Stimmt eher","2002","Berlin","4","","","",""
"Stimmt eher","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Brandenburg","2","","","",""
"Stimmt eher","2002","Brandenburg","3","","","",""
"Stimmt eher","2002","Brandenburg","4","","","",""
"Stimmt eher","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Mecklenburg-Vorpommern","2","","","",""
"Stimmt eher","2002","Mecklenburg-Vorpommern","3","","","",""
"Stimmt eher","2002","Mecklenburg-Vorpommern","4","","","",""
"Stimmt eher","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Sachsen","2","","","",""
"Stimmt eher","2002","Sachsen","3","","","",""
"Stimmt eher","2002","Sachsen","4","","","",""
"Stimmt eher","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Sachsen-Anhalt","2","","","",""
"Stimmt eher","2002","Sachsen-Anhalt","3","","","",""
"Stimmt eher","2002","Sachsen-Anhalt","4","","","",""
"Stimmt eher","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2002","Thüringen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2002","Thüringen","2","","","",""
"Stimmt eher","2002","Thüringen","3","","","",""
"Stimmt eher","2002","Thüringen","4","","","",""
"Stimmt eher","2002","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Schleswig-Holstein","2","","","",""
"Stimmt eher nicht","2002","Schleswig-Holstein","3","","","",""
"Stimmt eher nicht","2002","Schleswig-Holstein","4","","","",""
"Stimmt eher nicht","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Hamburg","2","","","",""
"Stimmt eher nicht","2002","Hamburg","3","","","",""
"Stimmt eher nicht","2002","Hamburg","4","","","",""
"Stimmt eher nicht","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Niedersachsen","2","","","",""
"Stimmt eher nicht","2002","Niedersachsen","3","","","",""
"Stimmt eher nicht","2002","Niedersachsen","4","","","",""
"Stimmt eher nicht","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Bremen","2","","","",""
"Stimmt eher nicht","2002","Bremen","3","","","",""
"Stimmt eher nicht","2002","Bremen","4","","","",""
"Stimmt eher nicht","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Nordrhein-Westfalen","2","","","",""
"Stimmt eher nicht","2002","Nordrhein-Westfalen","3","","","",""
"Stimmt eher nicht","2002","Nordrhein-Westfalen","4","","","",""
"Stimmt eher nicht","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Hessen","2","","","",""
"Stimmt eher nicht","2002","Hessen","3","","","",""
"Stimmt eher nicht","2002","Hessen","4","","","",""
"Stimmt eher nicht","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Rheinland-Pfalz,Saarland","2","","","",""
"Stimmt eher nicht","2002","Rheinland-Pfalz,Saarland","3","","","",""
"Stimmt eher nicht","2002","Rheinland-Pfalz,Saarland","4","","","",""
"Stimmt eher nicht","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Baden-Württemberg","2","","","",""
"Stimmt eher nicht","2002","Baden-Württemberg","3","","","",""
"Stimmt eher nicht","2002","Baden-Württemberg","4","","","",""
"Stimmt eher nicht","2002","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Bayern","2","","","",""
"Stimmt eher nicht","2002","Bayern","3","","","",""
"Stimmt eher nicht","2002","Bayern","4","","","",""
"Stimmt eher nicht","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Saarland","2","","","",""
"Stimmt eher nicht","2002","Saarland","3","","","",""
"Stimmt eher nicht","2002","Saarland","4","","","",""
"Stimmt eher nicht","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Berlin","2","","","",""
"Stimmt eher nicht","2002","Berlin","3","","","",""
"Stimmt eher nicht","2002","Berlin","4","","","",""
"Stimmt eher nicht","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Brandenburg","2","","","",""
"Stimmt eher nicht","2002","Brandenburg","3","","","",""
"Stimmt eher nicht","2002","Brandenburg","4","","","",""
"Stimmt eher nicht","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Mecklenburg-Vorpommern","2","","","",""
"Stimmt eher nicht","2002","Mecklenburg-Vorpommern","3","","","",""
"Stimmt eher nicht","2002","Mecklenburg-Vorpommern","4","","","",""
"Stimmt eher nicht","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Sachsen","2","","","",""
"Stimmt eher nicht","2002","Sachsen","3","","","",""
"Stimmt eher nicht","2002","Sachsen","4","","","",""
"Stimmt eher nicht","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Sachsen-Anhalt","2","","","",""
"Stimmt eher nicht","2002","Sachsen-Anhalt","3","","","",""
"Stimmt eher nicht","2002","Sachsen-Anhalt","4","","","",""
"Stimmt eher nicht","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2002","Thüringen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2002","Thüringen","2","","","",""
"Stimmt eher nicht","2002","Thüringen","3","","","",""
"Stimmt eher nicht","2002","Thüringen","4","","","",""
"Stimmt eher nicht","2002","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Schleswig-Holstein","2","","","",""
"Stimmt ganz u.gar nicht","2002","Schleswig-Holstein","3","","","",""
"Stimmt ganz u.gar nicht","2002","Schleswig-Holstein","4","","","",""
"Stimmt ganz u.gar nicht","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Hamburg","2","","","",""
"Stimmt ganz u.gar nicht","2002","Hamburg","3","","","",""
"Stimmt ganz u.gar nicht","2002","Hamburg","4","","","",""
"Stimmt ganz u.gar nicht","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Niedersachsen","2","","","",""
"Stimmt ganz u.gar nicht","2002","Niedersachsen","3","","","",""
"Stimmt ganz u.gar nicht","2002","Niedersachsen","4","","","",""
"Stimmt ganz u.gar nicht","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Bremen","2","","","",""
"Stimmt ganz u.gar nicht","2002","Bremen","3","","","",""
"Stimmt ganz u.gar nicht","2002","Bremen","4","","","",""
"Stimmt ganz u.gar nicht","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Nordrhein-Westfalen","2","","","",""
"Stimmt ganz u.gar nicht","2002","Nordrhein-Westfalen","3","","","",""
"Stimmt ganz u.gar nicht","2002","Nordrhein-Westfalen","4","","","",""
"Stimmt ganz u.gar nicht","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Hessen","2","","","",""
"Stimmt ganz u.gar nicht","2002","Hessen","3","","","",""
"Stimmt ganz u.gar nicht","2002","Hessen","4","","","",""
"Stimmt ganz u.gar nicht","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Rheinland-Pfalz,Saarland","2","","","",""
"Stimmt ganz u.gar nicht","2002","Rheinland-Pfalz,Saarland","3","","","",""
"Stimmt ganz u.gar nicht","2002","Rheinland-Pfalz,Saarland","4","","","",""
"Stimmt ganz u.gar nicht","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Baden-Württemberg","2","","","",""
"Stimmt ganz u.gar nicht","2002","Baden-Württemberg","3","","","",""
"Stimmt ganz u.gar nicht","2002","Baden-Württemberg","4","","","",""
"Stimmt ganz u.gar nicht","2002","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Bayern","2","","","",""
"Stimmt ganz u.gar nicht","2002","Bayern","3","","","",""
"Stimmt ganz u.gar nicht","2002","Bayern","4","","","",""
"Stimmt ganz u.gar nicht","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Saarland","2","","","",""
"Stimmt ganz u.gar nicht","2002","Saarland","3","","","",""
"Stimmt ganz u.gar nicht","2002","Saarland","4","","","",""
"Stimmt ganz u.gar nicht","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Berlin","2","","","",""
"Stimmt ganz u.gar nicht","2002","Berlin","3","","","",""
"Stimmt ganz u.gar nicht","2002","Berlin","4","","","",""
"Stimmt ganz u.gar nicht","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2002","Brandenburg","2","","","",""
"Stimmt ganz u.gar nicht","2002","Brandenburg","3","","","",""
